step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s1_stopped,s1_accumulated_waiting_time,s1_average_speed,s1_average_acceleration,s2_stopped,s2_accumulated_waiting_time,s2_average_speed,s2_average_acceleration,s3_stopped,s3_accumulated_waiting_time,s3_average_speed,s3_average_acceleration,s4_stopped,s4_accumulated_waiting_time,s4_average_speed,s4_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
5.0,2,0,0.0,-14.082211312359409,0.0,9.741391101563272,-0.7895464539178652,-7.041105656179704,0.0,0.0,0.0,0.0,0.012245350214353185,0.0,0,0.0,0.9551777947777642,-0.3947732269589326,0,0.0,0.9551777947777642,-0.3947732269589326,0,0.0,0.9551777947777642,-0.3947732269589326,0,0.0,0.9551777947777642,-0.3947732269589326,0,0.0,-14.082211312359409
10.0,6,0,0.0,4.198470378655237,0.0,7.90570274781737,0.06601985071320075,0.6997450631092063,10188.371675746399,541.6150346839223,3249.6902081035337,0.0,0.03684082207596449,0.0,0,0.0,0.8963651446575326,-0.24278665367601204,0,0.0,0.8963651446575326,-0.24278665367601204,0,0.0,0.8963651446575326,-0.24278665367601204,0,0.0,0.8963651446575326,-0.24278665367601204,0,0.0,4.19847037865524
15.0,9,0,0.0,30.68949040453565,0.0,9.407597870358714,0.12450196679722275,3.409943378281739,21501.678969493416,762.0131869806554,6858.118682825899,0.006171620420657648,0.04910239043991645,0.0,0,0.0,0.8937424146242947,-0.030188366289837454,0,0.0,0.8937424146242947,-0.030188366289837454,0,0.0,0.8937424146242947,-0.030188366289837454,0,0.0,0.8937424146242947,-0.030188366289837454,0,0.0,11.061032944287103
20.0,9,0,0.0,-42.71687316288092,0.0,6.769928770021444,-1.3293714723672458,-4.746319240320102,5368.899016937272,190.27815967433318,1712.5034370689987,0.012505865885337896,0.05543663590459669,0.0,0,0.0,0.5660499301596043,-1.8845544825402998,0,0.0,0.5660499301596043,-1.8845544825402998,0,0.0,0.5660499301596043,-1.8845544825402998,0,0.0,0.5660499301596043,-1.8845544825402998,0,0.0,-42.71687316288092
25.0,12,5,12.0,-2.2164776508795727,1.0,4.829574160822026,-0.3048282843053555,-0.18470647090663017,30513.950850467572,811.0717858953585,9732.861430744304,0.0059694364851957974,0.0612660681769063,0.03067346466526782,1,2.0,0.332375694318414,-0.13120466268357794,3,7.0,0.332375694318414,-0.13120466268357794,0,0.0,0.332375694318414,-0.13120466268357794,1,3.0,0.332375694318414,-0.13120466268357794,5,12.0,2.3471080239888376
30.0,14,5,37.0,13.772621462538456,2.642857142857143,4.324655163261098,-3.152766430081222e-05,0.9837586758956043,33800.98775069346,770.0982744001628,10781.375841602277,0.012463617698828382,0.06734406098056282,0.03067346466526782,1,7.0,0.28873694797039207,-0.30075105842686567,3,22.0,0.28873694797039207,-0.30075105842686567,0,0.0,0.28873694797039207,-0.30075105842686567,1,8.0,0.28873694797039207,-0.30075105842686567,5,37.0,-14.285334061951524
35.0,19,2,18.0,117.31668525156348,0.9473684210526315,7.286420824730942,0.6158672811640629,6.174562381661235,66097.6720107819,1109.6003292904727,21082.40625651898,0.02670376351792157,0.08766219960331252,0.012155985607313041,0,0.0,0.7367590472240652,0.4148942004018114,0,20.0,0.7367590472240652,0.4148942004018114,0,0.0,0.7367590472240652,0.4148942004018114,2,18.0,0.7367590472240652,0.4148942004018114,2,38.0,68.69007983045641
40.0,19,3,29.0,53.59492447406931,1.5263157894736843,8.900990472444693,0.01595400075061501,2.8207854986352268,56255.86495288717,944.3819264776771,17943.256603075868,0.0463868763452061,0.1076723522393292,0.018233978410969562,0,0.0,0.8020880701959916,0.17342714556683153,0,2.0,0.8020880701959916,0.17342714556683153,0,2.0,0.8020880701959916,0.17342714556683153,3,29.0,0.8020880701959916,0.17342714556683153,3,33.0,50.54808073062276
45.0,22,1,2.0,-86.81954528432016,0.09090909090909091,6.990726550455974,-0.5472828676654097,-3.946342967469098,30766.574038286155,446.065418385882,9813.439204489405,0.051940627971782255,0.11357556590703051,0.006077992803656521,0,0.0,0.6311265734554308,-0.5914255115589225,0,2.0,0.6311265734554308,-0.5914255115589225,0,0.0,0.6311265734554308,-0.5914255115589225,1,20.0,0.6311265734554308,-0.5914255115589225,1,22.0,-81.51134742896592
50.0,27,4,12.0,149.54204969620736,0.4444444444444444,6.8307086193053905,0.1626858402224341,5.538594433192866,93474.28607946019,1104.235143054945,29814.34886248351,0.057888750062665084,0.137838707922359,0.025544735674234237,0,2.0,0.5459186578045164,-0.10508629878339835,1,3.0,0.5459186578045164,-0.10508629878339835,2,4.0,0.5459186578045164,-0.10508629878339835,1,5.0,0.5459186578045164,-0.10508629878339835,4,14.0,139.05948380584255
55.0,28,7,41.0,-7.873542808610395,1.4642857142857142,6.413500984507655,-0.5013714898108255,-0.2811979574503714,59672.869156088986,679.7682973005429,19033.512324415202,0.06959243725151992,0.13687852243400625,0.043969398438921885,0,2.0,0.32839560673402574,-0.48561228256754757,2,11.0,0.32839560673402574,-0.48561228256754757,4,20.0,0.32839560673402574,-0.48561228256754757,1,10.0,0.32839560673402574,-0.48561228256754757,7,43.0,-37.18607217114667
60.0,26,9,41.0,-20.72753315405256,1.5769230769230769,4.447576728665495,-0.2958815194793923,-0.7972128136174061,57582.17433971788,706.4148319040235,18366.785629504608,0.0711559788442625,0.13823284247179898,0.05631263928023717,2,7.0,0.32810270038738476,-0.657621615213135,2,21.0,0.32810270038738476,-0.657621615213135,4,31.0,0.32810270038738476,-0.657621615213135,1,2.0,0.32810270038738476,-0.657621615213135,9,61.0,-32.78699932787151
65.0,26,5,41.0,143.9682010776323,1.5769230769230769,5.559802279860749,0.47171730193651495,5.537238502985857,87033.15760286714,1067.70019659531,27760.205111478062,0.07970782139955834,0.14731608601062202,0.03170440095525409,1,13.0,0.44486752000346774,0.48736297646032267,2,31.0,0.44486752000346774,0.48736297646032267,0,20.0,0.44486752000346774,0.48736297646032267,2,12.0,0.44486752000346774,0.48736297646032267,5,76.0,97.04676180341791
70.0,29,7,38.0,16.492126771642887,1.3103448275862069,6.262062743557417,-0.04794858275737586,0.5686940266083751,55884.42323001995,614.660373698733,17825.150837263252,0.08814033516254531,0.14197175211056598,0.04495353933957258,4,27.0,0.5368720148751099,-0.229721237065288,1,18.0,0.5368720148751099,-0.229721237065288,0,4.0,0.5368720148751099,-0.229721237065288,2,20.0,0.5368720148751099,-0.229721237065288,7,69.0,-12.69928493852714
75.0,32,7,57.0,-12.399101284824143,1.78125,6.592676977915808,-0.21582369538992058,-0.38747191515075463,68846.10941674297,686.2294591139921,21959.34269164775,0.11303943448110604,0.15463528268577256,0.04605801231826546,3,36.0,0.5281117248596241,-0.2057337366691816,2,11.0,0.5281117248596241,-0.2057337366691816,1,8.0,0.5281117248596241,-0.2057337366691816,1,17.0,0.5281117248596241,-0.2057337366691816,7,72.0,-45.16284879243791
80.0,35,9,76.0,60.09436006612821,2.1714285714285713,6.213596200764699,-0.028670352374728734,1.7169817161750918,88052.68763395975,802.4441415368486,28085.544953789704,0.12563573513701837,0.17925549871690458,0.06235150469740922,1,38.0,0.5025899641948107,-0.007747563839981463,2,21.0,0.5025899641948107,-0.007747563839981463,1,13.0,0.5025899641948107,-0.007747563839981463,5,33.0,0.5025899641948107,-0.007747563839981463,9,105.0,70.89037128708655
85.0,33,9,96.0,82.87898244071637,2.909090909090909,6.2889744713132245,0.12524728112096317,2.511484316385345,93148.28750340675,900.3261855871175,29710.764124374877,0.1255678685120505,0.1679415499655108,0.06040224052076302,1,31.0,0.49675878170081167,0.18698657205706348,1,16.0,0.49675878170081167,0.18698657205706348,2,22.0,0.49675878170081167,0.18698657205706348,5,58.0,0.49675878170081167,0.18698657205706348,9,127.0,80.13813725862248
90.0,35,9,92.0,104.6615023204862,2.6285714285714286,5.870463183662788,0.24385202953467788,2.990328637728177,97541.2542026162,888.9147851803335,31112.017481311672,0.13182606293354834,0.16814416627098752,0.05750196017079623,3,40.0,0.39586647658060925,0.07548262765082125,2,9.0,0.39586647658060925,0.07548262765082125,1,11.0,0.39586647658060925,0.07548262765082125,3,67.0,0.39586647658060925,0.07548262765082125,9,127.0,3.721639445876354
95.0,37,11,144.0,108.68932327891807,3.891891891891892,6.827365132117469,0.08023464403543522,2.9375492778085963,108303.0412742403,933.634083513607,34544.46109000346,0.16390414092318317,0.17534164864793647,0.06984520101211152,5,62.0,0.4582928664580995,0.0474627302880841,2,19.0,0.4582928664580995,0.0474627302880841,1,16.0,0.4582928664580995,0.0474627302880841,3,62.0,0.4582928664580995,0.0474627302880841,11,159.0,50.69162652983013
100.0,35,9,149.0,36.65792035973055,4.257142857142857,5.937281178134961,-0.10291278202191133,1.0473691531351583,89739.10544023078,817.8107786474312,28623.37725266009,0.12419494195553417,0.17316327163559517,0.058470671679070975,3,76.0,0.4187583018085807,-0.18813964347943238,1,11.0,0.4187583018085807,-0.18813964347943238,1,21.0,0.4187583018085807,-0.18813964347943238,4,78.0,0.4187583018085807,-0.18813964347943238,9,186.0,-32.045583420928125
105.0,33,9,164.0,59.853919080804346,4.96969696969697,5.265533365820527,0.017090954209365707,1.8137551236607379,79309.01314507399,766.5642999857305,25296.62189952911,0.11051233376326879,0.171528105436398,0.05962984540088986,2,72.0,0.38672653096042914,0.03179675764278654,3,10.0,0.38672653096042914,0.03179675764278654,1,28.0,0.38672653096042914,0.03179675764278654,3,76.0,0.38672653096042914,0.03179675764278654,9,186.0,36.40252606856322
110.0,35,10,148.0,87.62810640284306,4.228571428571429,5.493508474333773,-0.05335682887283509,2.5036601829383733,89357.99110768619,814.3404704881837,28501.916467086427,0.09733299438874511,0.16332228733310628,0.06463819718085893,2,59.0,0.43328886484106033,-0.32790685952739435,3,25.0,0.43328886484106033,-0.32790685952739435,2,38.0,0.43328886484106033,-0.32790685952739435,3,38.0,0.43328886484106033,-0.32790685952739435,10,160.0,7.164388516043073
115.0,39,9,141.0,-20.024098934497115,3.6153846153846154,5.261606467226502,-0.16213758934254982,-0.5134384342178746,83604.18289766934,683.7672561322524,26666.92298915784,0.11576604857276929,0.16936157540306163,0.05881645703822613,2,64.0,0.3850043794464667,-0.29239809564913966,3,40.0,0.3850043794464667,-0.29239809564913966,3,50.0,0.3850043794464667,-0.29239809564913966,1,24.0,0.3850043794464667,-0.29239809564913966,9,178.0,-26.382160418637394
120.0,39,6,165.0,159.90646053309385,4.230769230769231,6.603592149379538,0.4187893793963187,4.100165654694715,114188.89026999536,933.889596861895,36421.69427761391,0.13559210640317354,0.18399969768908697,0.04031081914036807,1,68.0,0.5234249099818714,0.577516247665147,3,57.0,0.5234249099818714,0.577516247665147,2,56.0,0.5234249099818714,0.577516247665147,0,1.0,0.5234249099818714,0.577516247665147,6,182.0,112.41176772797644
125.0,37,7,197.0,69.7616457685933,5.324324324324325,6.534724749945224,-0.03935417232349018,1.8854498856376567,85278.37220985243,735.1492258165639,27200.52135521287,0.14384304530101044,0.17484130324621705,0.046439471817363555,1,69.0,0.4815431114115671,-0.11670294886958034,3,70.0,0.4815431114115671,-0.11670294886958034,3,68.0,0.4815431114115671,-0.11670294886958034,0,0.0,0.4815431114115671,-0.11670294886958034,7,207.0,17.735919606733933
