step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s3_stopped,s3_accumulated_waiting_time,s3_average_speed,s3_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
5.0,3,0,0.0,7.370901141915086,0.0,9.37754794570721,0.39109631631476827,2.4569670473050285,7865.819736931943,836.2879065441116,2508.863719632335,0.0,0.07337908018678303,0.0,0,0.0,0.9142174805156437,0.39109631631476827,0,0.0,7.370901141915087
10.0,3,0,0.0,6.061116015946974,0.0,9.647480205368188,0.21443379660292225,2.0203720053156577,7548.88807431149,802.5920476826644,2407.776143047993,0.0,0.07337908018678303,0.0,0,0.0,0.9504080316192244,0.21443379660292225,0,0.0,6.0611160159469755
15.0,5,1,1.0,-3.419988746531547,0.2,7.186706419588186,-0.6336454496504309,-0.6839977493063094,6519.62547039155,415.91217234958384,2079.5608617479193,0.02387774594078319,0.097893690894765,0.024514610707981957,1,1.0,0.6953469146529465,-0.7720195585127848,1,1.0,-3.8539356540808054
20.0,5,2,8.0,-25.83290392915585,1.6,4.739816267965513,-0.6524841629639152,-5.1665807858311705,7786.354859580233,496.7251033065924,2483.625516532962,0.04775549188156638,0.07354383212394587,0.049029221415963914,2,8.0,0.3085929628995479,0.057976179343034756,2,8.0,3.0806885899752543
25.0,7,2,18.0,-5.799271209635262,2.5714285714285716,4.707073718697322,-0.48935881473922355,-0.8284673156621803,11230.728366589063,511.74991804805137,3582.2494263363596,0.04775549188156638,0.12257305353990978,0.049029221415963914,2,18.0,0.39816019760395954,-0.8019984897784898,2,18.0,-13.307297664802169
30.0,8,3,33.0,1.0840499321172965,4.125,5.355486414741527,-0.0569301676081089,0.13550624151466212,15258.772237663712,608.3850895676559,4867.080716541247,0.02387774594078319,0.17143752301871087,0.07354383212394587,3,33.0,0.5464715260716699,0.013476093221156171,3,33.0,4.757884106631456
35.0,8,3,48.0,1.4960734818670183,6.0,4.662440437148782,-0.1549429001735988,0.18700918523337728,14546.839534522394,579.9966457857441,4639.973166285953,0.0,0.19578738178953,0.07354383212394587,3,48.0,0.46956012330328173,-0.1549429001735988,3,48.0,1.4960734818670183
40.0,8,5,70.0,2.2513882392892235,8.75,2.3306154579519935,-0.11774206078427117,0.281423529911153,20578.192135841622,820.4791574774293,6563.833259819435,0.02387774594078319,0.17143752301871087,0.12257305353990978,5,70.0,0.1414122442596969,0.10170207208556015,5,70.0,13.283723006126076
45.0,8,6,100.0,3.2086040080666107,12.5,1.5858209266910164,0.01149973150746783,0.40107550100832634,18787.314457037985,749.0813906085048,5992.651124868038,0.04775549188156638,0.14708766424789174,0.14708766424789174,6,100.0,3.326363288510267e-06,-0.00013963557629078293,6,100.0,2.270290503920874e-05
50.0,9,6,130.0,8.07887943779421,14.444444444444445,2.349975189367237,0.035477415291178635,0.8976532708660234,21872.96143157096,775.2053918852515,6976.848526967264,0.04775549188156638,0.17160227495587368,0.14708766424789174,6,130.0,0.14279388458889666,0.12336636443755467,6,130.0,9.68172683816826
55.0,12,6,160.0,17.790097507995295,13.333333333333334,3.035962644414319,0.03648019877867389,1.4825081256662747,30517.90071976241,811.191529971242,9734.298359654906,0.04775549188156638,0.24498135514265673,0.14708766424789174,6,160.0,0.2254539196806352,0.030903648057843115,6,160.0,15.098535512058099
60.0,12,7,194.0,-30.43433808473883,16.166666666666668,2.6129610175409557,-0.21467351514995567,-2.5361948403949026,26692.72796311265,709.5203922939817,8514.24470752778,0.0,0.26966071778780154,0.17160227495587368,7,195.0,0.23840037264570732,0.032201235443433375,7,195.0,5.176453743990822
65.0,13,9,235.0,0.36220796874229766,18.076923076923077,1.442436556084492,-0.2637036502742331,0.027862151441715204,30937.50472296095,759.0962347934351,9868.251052314656,0.02387774594078319,0.2941753284957835,0.22063149637183763,9,236.0,0.1017996689362633,-0.30880420161076444,9,236.0,-3.6545299477426143
70.0,15,12,286.0,2.424859510313154,19.066666666666666,1.6698461547185042,-0.0569446526359119,0.1616573006875436,35990.41180123086,765.3335870563194,11480.00380584479,0.02387774594078319,0.34303979797458456,0.2941753284957835,12,287.0,0.10853511835813226,-0.06818588216389644,12,287.0,0.3276515273183355
75.0,14,13,349.0,10.543668633551114,24.928571428571427,0.8668879645566886,0.0448329777971786,0.7531191881107938,38317.08487429139,873.0089008208649,12222.124611492107,0.0,0.34303979797458456,0.3186899392037655,13,350.0,0.07038286035532508,0.044832977797178604,13,350.0,10.543668633551112
80.0,14,13,414.0,-0.1413654162220536,29.571428571428573,0.6323784645088468,-0.011145361828883895,-0.010097529730146685,35852.59419793279,816.8635594981864,11436.089832974607,0.0,0.3186899392037655,0.3186899392037655,13,415.0,0.0,0.0,13,415.0,0.0
85.0,14,10,281.0,25.81781756138252,20.071428571428573,1.1488483374845586,0.39014908551302735,1.844129825813037,40910.05325401552,932.0795235738567,13049.113330033992,0.02387774594078319,0.2941753284957835,0.24514610707981957,10,406.0,0.04406546798638015,0.24586258063400623,10,406.0,8.764336968858984
90.0,14,5,111.0,109.7408255035068,7.928571428571429,4.076018709667085,0.7995575646717274,7.838630393107629,57364.88238487636,1306.941329363753,18297.178611092542,0.07835584574466202,0.24514610707981957,0.12257305353990978,5,317.0,0.19159424672397657,0.48061789296592294,5,317.0,20.55573980425255
95.0,13,1,23.0,41.30478933435092,1.7692307692307692,6.320312599408315,0.5046263058539353,3.1772914872577633,35432.31979692497,869.3567073825624,11301.63719597331,0.13283394554854086,0.19611688566385566,0.024514610707981957,1,231.0,0.49312710285586886,0.7595528942955301,1,231.0,30.392146440073926
100.0,13,1,1.0,15.181437538173702,0.07692307692307693,7.527775639063898,0.004466873390379229,1.1678028875518236,25946.170953326113,636.6020962274597,8275.827250956976,0.054478099803878834,0.26916646197631305,0.024514610707981957,1,185.0,0.6504755887339899,0.07294712156721742,1,185.0,20.71479716525302
105.0,15,3,10.0,-32.99332172375031,0.6666666666666666,5.057862859028953,-0.7113976243487892,-2.199554781583354,23454.96995824425,498.7584394429952,7481.376591644928,0.0,0.3668954009339152,0.07354383212394587,3,194.0,0.4291776947697029,-0.7113976243487893,3,194.0,-32.99332172375033
110.0,18,8,39.0,-23.883390000256615,2.1666666666666665,3.3396174855113214,-0.3363296901775164,-1.3268550000142563,32320.63297295707,572.7422624782325,10309.360724608187,0.04775549188156638,0.3672249048082408,0.19595213372669282,8,223.0,0.20730857045312415,-0.38115074415895056,8,223.0,-24.854609993921446
115.0,20,10,84.0,-0.9227877529938655,4.2,3.0760689689186025,-0.09561972259088178,-0.046139387649693275,42996.69517058495,685.735783563071,13714.71567126142,0.09551098376313276,0.3917395155162229,0.24498135514265673,10,268.0,0.14419824541128445,-0.1162549976569709,10,268.0,-5.725508257961897
120.0,20,13,144.0,23.459074690130503,7.2,2.950281827985423,0.055274037781813404,1.172953734506525,51635.56204291656,823.5124250503861,16470.24850100772,0.09551098376313276,0.3917395155162229,0.3185251872666026,13,328.0,0.11901344586588165,0.0015620430022331019,13,328.0,8.752585481290676
125.0,19,14,214.0,-45.159689904150056,11.263157894736842,2.3800550191364005,-0.2487610625169514,-2.3768257844289504,40907.1624212358,686.7551522845313,13048.347893406095,0.07163323782234957,0.36738965674540375,0.34303979797458456,14,398.0,0.0620265540941757,-0.034923524962596285,14,398.0,-4.528024770995413
130.0,20,11,199.0,-18.915177434235353,9.95,3.186104211439636,-0.07098625238362807,-0.9457588717117679,43422.68793727831,692.5287815917454,13850.575631834909,0.07163323782234957,0.39157476357906,0.2694959658506387,11,402.0,0.1871119984814261,-0.1442405102958684,11,402.0,-28.37671631556889
135.0,20,7,124.0,51.5965370895159,6.2,4.916151754784754,0.3067079805574172,2.5798268544757947,58890.89137567692,939.203644488692,18784.07288977384,0.10223359168544521,0.3668954009339152,0.17127277108154804,7,339.0,0.3160742653025958,0.21017288091108768,7,339.0,6.613844956948691
140.0,18,4,64.0,57.1429418069114,3.5555555555555554,4.595685794737402,0.2944008168667863,3.1746078781617446,48522.508215400136,859.8316762531598,15476.970172556874,0.10895619960775767,0.3177014275807885,0.09756418702043934,4,217.0,0.29755961506436296,0.3669954225462053,4,217.0,41.8499245474307
145.0,18,3,51.0,30.700344062240077,2.8333333333333335,4.650230599436603,0.01738842747597633,1.7055746701244485,41061.143448904884,727.6140608113706,13097.053094604671,0.10895619960775767,0.3178661795179513,0.07304957631245738,3,227.0,0.3581218773536783,-0.15563647116148868,3,227.0,6.064565754703732
150.0,19,5,64.0,34.21864525224803,3.3684210526315788,4.697672940572154,-0.11280950643254463,1.8009813290656862,45151.26654558001,757.9780264163943,14401.582501911493,0.0749945417835058,0.3668954009339152,0.12224354966558414,5,237.0,0.38014238189511623,-0.103097104616521,5,237.0,25.692904460612205
155.0,22,6,78.0,-2.9339417423769696,3.5454545454545454,3.810965123824285,-0.3467657968187305,-0.1333609882898621,45401.644720114826,658.2565891730179,14481.644961806393,0.09551098376313276,0.41592462234987915,0.14692291231072893,6,251.0,0.26323612286084,-0.5541653536911505,6,251.0,-21.733266762514003
160.0,24,10,121.0,-17.439139366580847,5.041666666666667,3.1265312704330115,-0.2576356276082802,-0.7266308069408686,53025.00549454832,704.7275783769792,16913.461881047497,0.14326647564469913,0.41608937428704196,0.24498135514265673,10,294.0,0.13848601086410794,-0.36749048087248426,10,294.0,-24.5744398914378
165.0,23,12,179.0,19.813392333771965,7.782608695652174,2.960877296595591,0.015249742319458501,0.8614518405987811,56547.23427435351,784.2157036355763,18036.961183618256,0.14326647564469913,0.3917395155162229,0.2940105765586207,12,352.0,0.1199872564648171,0.05335787636478213,12,352.0,16.82269736069509
170.0,22,12,181.0,37.66728953887288,8.227272727272727,2.2210287949628635,0.04163177189943267,1.712149524494221,60104.152796455935,871.4227450269667,19171.30039059327,0.14326647564469913,0.3672249048082408,0.29384582462145786,12,347.0,0.048175124410223,-0.1996068778507193,12,347.0,-3.1273354229701216
175.0,21,8,142.0,109.42569608703877,6.761904761904762,4.276219116687619,0.5279815282709563,5.210747432716131,72601.78148217272,1102.7301947845542,23157.334090475633,0.1499890835670116,0.3425455421630961,0.1956226298523672,8,312.0,0.21394034141729112,0.29094159327047314,8,312.0,18.790468889704393
180.0,18,4,108.0,47.002045460007785,6.0,5.895672848027811,0.3355068870176535,2.6112247477782105,45678.942440879764,809.4416895738145,14569.95041232866,0.10559489564660145,0.3178661795179513,0.09756418702043934,4,260.0,0.38903263219578343,0.21075280576998096,4,260.0,6.278579546193448
185.0,16,3,82.0,46.19133581586641,5.125,3.8997802529252317,0.1730402334944906,2.8869584884916506,42284.660411766396,842.9546977443639,13487.275163909822,0.054478099803878834,0.31803093145511413,0.07337908018678303,3,260.0,0.29952889730244714,0.05551454398942019,3,260.0,29.904701149415086
190.0,16,4,19.0,7.7201226306029085,1.1875,2.53547840044472,-0.019708496353480584,0.4825076644126818,36276.60947984811,723.1977628038999,11571.1642048624,0.04775549188156638,0.2940105765586207,0.09805844283192783,4,189.0,0.14537437414889817,-0.11923313140416165,4,189.0,4.8197566137158585
195.0,18,8,51.0,27.29117918019593,2.8333333333333335,2.4015921156540343,0.0459416891707975,1.5161766211219962,48250.981015229416,855.0331458581493,15390.59662544669,0.09551098376313276,0.3186899392037655,0.19611688566385566,8,217.0,0.08080759022325289,-0.18932324615738372,8,217.0,0.9647764007484535
200.0,18,11,98.0,0.5834939994950692,5.444444444444445,2.0165263369757795,-0.11004382937809758,0.03241633330528157,41260.24270546154,731.1602178827617,13160.88392188971,0.11938872970391594,0.3186899392037655,0.26966071778780154,11,264.0,0.009318423582936318,-0.08335556646332515,11,264.0,-0.03142060012986376
205.0,15,10,98.0,34.66668270249025,6.533333333333333,1.6390822372375433,0.40358861012543845,2.3111121801660164,44808.885720656355,952.8449514954553,14292.674272431832,0.04775549188156638,0.2941753284957835,0.24514610707981957,10,264.0,0.035039569654807944,0.19862876038079846,10,264.0,5.417992284688494
210.0,14,5,54.0,143.02367266571918,3.857142857142857,4.496563144108083,0.982510441271048,10.215976618979939,64138.930800429924,1461.263091680669,20457.683283529368,0.07835584574466202,0.24514610707981957,0.12257305353990978,5,208.0,0.20586493989548957,0.7089006597438718,5,208.0,38.12279817277583
