Round,Distributed Loss,Centralized Loss,mean_reward,average_CO2_emissions,average_waiting_time
1,-0.0014571428571428506,0.0,-0.0014571428571428506,102818.09160269418,255.62714285714284
2,-0.01714642857142857,0.0,-0.01714642857142857,130077.4943209771,683.1653571428571
