Q-tables,States,Actions
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0
"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.006,-0.008600000000000003
"[1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.0034999999999999996,0.0
"[1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0]",-0.010971000000000002,-0.021999999999999992
"[0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0]",-0.043564408,0.0
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",-0.01,-0.015000000000000003
"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",-0.010000000000000002,0.008000000000000007
"[0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0]",-0.009999999999999998,0.016999999999999998
"[1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.011,0.0
"[1.0, 0.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0]",-0.022,0.0
"[1.0, 1.0, 5.0, 0.0, 0.0, 3.0, 0.0, 0.0]",-0.010000000000000004,0.0
"[0.0, 0.0, 6.0, 0.0, 0.0, 2.0, 0.0, 0.0]",0.008000000000000002,0.0
"[0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.019000000000000003,0.0
"[0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0
"[0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.003,-0.0019999999999999996
"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",-0.006000000000000003,0.0
"[0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0]",-0.016999999999999998,0.0
"[0.0, 1.0, 2.0, 2.0, 3.0, 0.0, 1.0, 1.0]",-0.028999999999999998,0.0
"[0.0, 1.0, 0.0, 3.0, 3.0, 0.0, 2.0, 2.0]",-0.03300000000000001,0.0001469999999999588
"[0.0, 1.0, 1.0, 3.0, 4.0, 0.0, 2.0, 3.0]",-0.039999999999999994,0.0
