Q-tables,States,Actions
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0
"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.003,0.0
"[0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.006,0.0015990000000000474
"[1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8863991,0.0
"[1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0, 0.0]",-0.011,0.0
"[1.0, 1.0, 5.0, 0.0, 0.0, 2.0, 0.0, 0.0]",-0.0020000000000000018,-0.023
"[0.0, 0.0, 5.0, 0.0, 1.0, 2.0, 0.0, 0.0]",0.009,0.0
"[0.0, 0.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.004000000000000001,0.0
"[0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0]",-0.013000000000000001,0.0
"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",-0.016999999999999998,0.007000000000000006
"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]",-0.020000000000000004,0.0
"[0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0]",-0.019999999999999997,0.0
"[0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0]",0.0,0.018999999999999996
"[1.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0]",-0.0011480000000000014,0.0
"[1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 2.0, 0.0]",-0.015000000000000003,0.009000000000000018
"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]",-0.006000000000000005,0.0
"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]",-0.011,-0.008999999999999998
"[0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0]",-0.016000000000000004,0.0
"[0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.0]",-0.025,0.0028113480000000104
"[0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 2.0, 1.0]",-0.031000000000000007,-0.003507000000000003
